,nivel_experiencia,tipo_emprego,titulo_trabalho,salario_em_dolar,residencia_empregado,percentual_remoto,local_empresa,tamanho_empresa
1532,SE,FT,Data Engineer,129000,US,0,US,M
1533,MI,FT,Data Analyst,150000,US,0,US,M
1534,MI,FT,Data Analyst,100000,US,0,US,M
1535,SE,FT,Data Engineer,226700,US,0,US,M
1536,SE,FT,Data Engineer,133300,US,0,US,M
1537,SE,FT,Data Scientist,190000,US,0,US,M
1538,SE,FT,Data Scientist,165000,US,0,US,M
1539,SE,FT,Data Engineer,170000,US,100,US,M
1540,SE,FT,Data Engineer,150000,US,100,US,M
1541,MI,FT,Data Engineer,150000,US,0,US,M
1542,MI,FT,Data Engineer,130000,US,0,US,M
1543,SE,FT,Data Scientist,225000,US,0,US,M
1544,SE,FT,Data Scientist,156400,US,0,US,M
1545,SE,FT,Computer Vision Engineer,200000,US,100,US,S
1546,MI,FT,Applied Data Scientist,80000,KE,100,KE,S
1547,EN,FT,Business Data Analyst,12877,GR,50,GR,L
1548,EN,FT,AI Developer,6304,MK,0,MK,S
1549,MI,FT,Data Analytics Lead,17509,IN,50,SG,M
1550,SE,FT,Data Scientist,257000,US,0,US,M
1551,SE,FT,Data Scientist,134000,US,0,US,M
1552,SE,FT,Data Scientist,77262,LV,0,LV,M
1553,SE,FT,Data Scientist,38631,LV,0,LV,M
1554,SE,FT,Data Engineer,205600,US,0,US,L
1555,SE,FT,Data Engineer,105700,US,0,US,L
1556,SE,FT,BI Developer,140000,US,100,US,M
1557,SE,FT,BI Developer,110000,US,100,US,M
1558,SE,FT,Data Science Manager,299500,US,0,US,M
1559,SE,FT,Data Science Manager,245100,US,0,US,M
1560,SE,FT,Research Scientist,210000,US,0,US,M
1561,SE,FT,Research Scientist,151800,US,0,US,M
1562,MI,FT,Data Scientist,53654,RO,50,RO,L
1563,SE,FT,Data Analyst,51508,ES,0,ES,M
1564,SE,FT,Data Analyst,40777,ES,0,ES,M
1565,SE,FT,Data Analyst,51508,ES,0,ES,M
1566,SE,FT,Data Analyst,40777,ES,0,ES,M
1567,EN,FT,Data Engineer,160000,US,0,US,M
1568,EN,FT,Data Engineer,135000,US,0,US,M
1569,MI,FT,Data Engineer,120000,US,100,US,M
1570,MI,FT,Data Engineer,95000,US,100,US,M
1571,SE,FT,Data Engineer,250000,US,100,US,M
1572,SE,FT,Data Engineer,63000,US,100,US,M
1573,SE,FT,Data Scientist,237000,US,100,US,M
1574,SE,FT,Data Scientist,145000,US,100,US,M
1575,SE,FT,Data Scientist,130000,US,100,US,M
1576,SE,FT,Data Scientist,90000,US,100,US,M
1577,MI,FT,Data Analyst,120000,US,100,US,M
1578,MI,FT,Data Analyst,100000,US,100,US,M
1579,SE,FT,Data Architect,174500,US,0,US,M
1580,SE,FT,Data Architect,113000,US,0,US,M
1581,MI,FT,Data Scientist,183310,US,0,US,M
1582,MI,FT,Data Scientist,183310,US,0,US,M
1583,SE,FT,Data Analyst,145000,US,100,US,M
1584,SE,FT,Data Analyst,102500,US,100,US,M
1585,SE,FT,Data Scientist,210000,US,0,US,M
1586,SE,FT,Data Scientist,185000,US,0,US,M
1587,SE,FT,Data Architect,174500,US,0,US,M
1588,SE,FT,Data Architect,113000,US,0,US,M
1589,SE,FT,Data Science Consultant,122000,US,0,US,M
1590,SE,FT,Data Science Consultant,94000,US,0,US,M
1591,SE,FT,Data Scientist,220000,US,0,US,M
1592,SE,FT,Data Scientist,146000,US,0,US,M
1593,SE,FT,Data Engineer,300000,US,0,US,M
1594,SE,FT,Data Engineer,130000,US,0,US,M
1595,MI,FT,Data Scientist,24740,TH,50,TH,L
1596,MI,FT,Computer Vision Engineer,15897,IN,100,IN,M
1597,SE,FT,Data Science Consultant,145000,US,0,US,M
1598,SE,FT,Data Science Consultant,128000,US,0,US,M
1599,SE,FT,Data Scientist,182000,US,0,US,M
1600,SE,FT,Data Scientist,140000,US,0,US,M
1601,SE,FT,Data Engineer,122000,US,0,US,M
1602,SE,FT,Data Engineer,94000,US,0,US,M
1603,SE,FT,Machine Learning Engineer,77262,LV,0,LV,M
1604,SE,FT,Machine Learning Engineer,38631,LV,0,LV,M
1605,EX,FT,Data Scientist,300000,US,0,US,M
1606,EX,FT,Data Scientist,200000,US,0,US,M
1607,MI,FT,Data Analyst,135000,US,0,US,M
1608,MI,FT,Data Analyst,105500,US,0,US,M
1609,SE,FT,Data Engineer,252000,US,0,US,M
1610,SE,FT,Data Engineer,129000,US,0,US,M
1611,MI,FT,Data Scientist,110000,US,100,US,L
1612,SE,FT,Data Scientist,136000,US,100,US,M
1613,SE,FT,Data Scientist,104000,US,100,US,M
1614,SE,FT,Data Scientist,168000,US,100,US,M
1615,SE,FT,Data Scientist,130000,US,100,US,M
1616,MI,FT,Data Analyst,78990,GB,0,GB,M
1617,MI,FT,Data Analyst,43809,GB,0,GB,M
1618,MI,FT,Data Engineer,120000,US,0,US,M
1619,MI,FT,Data Engineer,95000,US,0,US,M
1620,SE,FT,Data Scientist,153400,US,0,US,M
1621,SE,FT,Data Scientist,122700,US,0,US,M
1622,SE,FT,Data Scientist,185000,US,0,US,M
1623,SE,FT,Data Scientist,160000,US,0,US,M
1624,SE,FT,Data Scientist,205000,US,100,US,M
1625,SE,FT,Data Scientist,185000,US,100,US,M
1626,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1627,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1628,MI,FT,Machine Learning Engineer,145000,US,0,US,M
1629,MI,FT,Machine Learning Engineer,87000,US,0,US,M
1630,EN,FT,Data Scientist,50000,IN,100,US,M
1631,SE,FT,ML Engineer,234100,US,100,US,M
1632,SE,FT,ML Engineer,203500,US,100,US,M
1633,SE,FT,Data Scientist,223800,US,0,US,M
1634,SE,FT,Data Scientist,172100,US,0,US,M
1635,SE,FT,Data Scientist,180000,US,0,US,M
1636,SE,FT,Data Scientist,150000,US,0,US,M
1637,SE,FT,Data Engineer,232200,US,100,US,M
1638,SE,FT,Data Engineer,167200,US,100,US,M
1639,SE,FT,BI Developer,197000,US,0,US,M
1640,SE,FT,BI Developer,106000,US,0,US,M
1641,SE,FT,Research Scientist,180000,US,0,US,M
1642,SE,FT,Research Scientist,145000,US,0,US,M
1643,SE,FT,Data Lead,225000,US,0,US,M
1644,SE,FT,Data Lead,200000,US,0,US,M
1645,SE,FT,Data Engineer,170000,US,100,US,M
1646,SE,FT,Data Engineer,114000,US,100,US,M
1647,SE,FT,Data Engineer,291500,US,0,US,M
1648,SE,FT,Data Engineer,180000,US,0,US,M
1649,EX,FT,Data Engineer,196200,US,0,US,M
1650,EX,FT,Data Engineer,150900,US,0,US,M
1651,SE,FT,Data Scientist,168400,US,0,US,M
1652,SE,FT,Data Scientist,105200,US,0,US,M
1653,MI,FT,Data Engineer,95000,ES,100,ES,M
1654,MI,FT,Data Engineer,80000,ES,100,ES,M
1655,MI,FT,Data Analyst,116000,US,0,US,M
1656,MI,FT,Data Analyst,72000,US,0,US,M
1657,SE,FT,Analytics Engineer,207000,US,0,US,M
1658,SE,FT,Analytics Engineer,167000,US,0,US,M
1659,SE,FT,Machine Learning Engineer,145000,US,0,US,M
1660,SE,FT,Machine Learning Engineer,135000,US,0,US,M
1661,MI,FT,Data Engineer,105000,US,0,US,M
1662,MI,FT,Data Engineer,70000,US,0,US,M
1663,SE,FT,Data Architect,180000,US,100,US,M
1664,SE,FT,Data Architect,115000,US,100,US,M
1665,SE,FT,Data Engineer,133800,US,100,US,M
1666,SE,FT,Data Engineer,96100,US,100,US,M
1667,MI,FT,Data Analyst,120000,US,0,US,M
1668,MI,FT,Data Analyst,80000,US,0,US,M
1669,SE,FT,Data Science Engineer,140000,US,0,US,M
1670,SE,FT,Data Science Engineer,100000,US,0,US,M
1671,SE,FT,Research Scientist,150000,US,0,US,M
1672,SE,FT,Research Scientist,120000,US,0,US,M
1673,SE,FT,Cloud Database Engineer,140000,US,100,US,M
1674,SE,FT,Cloud Database Engineer,115000,US,100,US,M
1675,SE,FT,Data Science Manager,297300,US,100,US,M
1676,SE,FT,Data Science Manager,198200,US,100,US,M
1677,SE,FT,Data Scientist,297300,US,100,US,M
1678,SE,FT,Data Scientist,198200,US,100,US,M
1679,SE,FT,Data Engineer,202000,US,100,US,M
1680,SE,FT,Data Engineer,135000,US,100,US,M
1681,SE,FT,Data Scientist,110000,US,100,US,M
1682,SE,FT,Data Scientist,84000,US,100,US,M
1683,MI,FT,Machine Learning Engineer,219000,US,50,US,L
1684,SE,FT,Applied Scientist,230000,US,100,US,M
1685,SE,FT,Applied Scientist,196000,US,100,US,M
1686,SE,FT,BI Developer,140000,US,100,US,M
1687,SE,FT,BI Developer,110000,US,100,US,M
1688,MI,FT,Data Analyst,150000,US,0,US,M
1689,MI,FT,Data Analyst,100000,US,0,US,M
1690,SE,FT,Data Engineer,160000,US,0,US,M
1691,SE,FT,Data Engineer,110000,US,0,US,M
1692,SE,FT,Data Scientist,185900,US,0,US,M
1693,SE,FT,Data Scientist,129300,US,0,US,M
1694,SE,FT,Applied Scientist,126100,US,0,US,L
1695,SE,FT,Applied Scientist,72000,US,0,US,L
1696,SE,FT,Data Engineer,170000,US,100,US,M
1697,SE,FT,Data Engineer,150000,US,100,US,M
1698,MI,FT,Machine Learning Engineer,175000,US,100,US,M
1699,MI,FT,Machine Learning Engineer,140000,US,100,US,M
1700,SE,FT,Data Analyst,240500,US,0,US,M
1701,SE,FT,Data Analyst,137500,US,0,US,M
1702,MI,FT,Data Scientist,187500,US,0,US,M
1703,MI,FT,Data Scientist,165000,US,0,US,M
1704,MI,FT,Machine Learning Research Engineer,72914,GB,0,GB,L
1705,EN,PT,Data Analyst,25216,ES,100,US,L
1706,SE,FT,Research Scientist,210000,US,0,US,M
1707,SE,FT,Research Scientist,165750,US,0,US,M
1708,SE,FT,Machine Learning Scientist,225000,US,100,US,M
1709,SE,FT,Machine Learning Scientist,165750,US,100,US,M
1710,MI,FT,Machine Learning Engineer,109006,GB,0,GB,M
1711,MI,FT,Machine Learning Engineer,67141,GB,0,GB,M
1712,SE,FT,Data Scientist,135000,US,100,US,M
1713,SE,FT,Data Scientist,115000,US,100,US,M
1714,SE,FT,NLP Engineer,275000,US,0,US,M
1715,SE,FT,NLP Engineer,175000,US,0,US,M
1716,SE,FT,Data Scientist,170000,US,100,US,M
1717,SE,FT,Data Scientist,140000,US,100,US,M
1718,SE,FT,Data Engineer,175308,US,0,US,M
1719,SE,FT,Data Engineer,100706,US,0,US,M
1720,SE,FT,NLP Engineer,235000,US,0,US,M
1721,SE,FT,NLP Engineer,135000,US,0,US,M
1722,SE,FT,Data Engineer,310000,US,0,US,M
1723,SE,FT,Data Engineer,229000,US,0,US,M
1724,SE,FT,ML Engineer,289076,US,0,US,M
1725,SE,FT,ML Engineer,202353,US,0,US,M
1726,SE,FT,Data Engineer,69751,PT,0,PT,M
1727,SE,FT,Data Engineer,37558,PT,0,PT,M
1728,MI,FT,Research Engineer,120000,US,100,US,M
1729,MI,FT,Research Engineer,100000,US,100,US,M
1730,SE,FT,Data Engineer,226700,US,0,US,M
1731,SE,FT,Data Engineer,133300,US,0,US,M
1732,SE,FT,Data Analyst,125000,US,0,US,M
1733,SE,FT,Data Analyst,85000,US,0,US,M
1734,SE,FT,Data Analyst,130000,US,100,US,M
1735,SE,FT,Data Analyst,80000,US,100,US,M
1736,MI,FT,Data Engineer,120000,US,0,US,M
1737,MI,FT,Data Engineer,100000,US,0,US,M
1738,SE,FT,Data Scientist,54094,IN,100,IN,L
1739,MI,FT,Business Data Analyst,18314,IN,50,IN,L
1740,SE,FT,Data Engineer,231250,US,100,US,M
1741,SE,FT,Data Engineer,138750,US,100,US,M
1742,SE,FT,Data Engineer,199000,US,0,US,M
1743,SE,FT,Data Engineer,162000,US,0,US,M
1744,EN,FT,Data Engineer,160000,US,0,US,M
1745,EN,FT,Data Engineer,135000,US,0,US,M
1746,EN,FT,Data Scientist,100000,US,100,US,M
1747,SE,FT,Research Scientist,200000,US,0,US,M
1748,SE,FT,Research Scientist,150000,US,0,US,M
1749,EN,FT,Research Engineer,160000,US,0,US,M
1750,EN,FT,Research Engineer,120000,US,0,US,M
1751,SE,FT,Research Scientist,250000,US,0,US,M
1752,SE,FT,Research Scientist,200000,US,0,US,M
1753,EN,FT,Deep Learning Engineer,150000,US,0,US,M
1754,EN,FT,Deep Learning Engineer,120000,US,0,US,M
1755,SE,FT,Research Engineer,150000,US,0,US,M
1756,SE,FT,Research Engineer,100000,US,0,US,M
1757,SE,FT,Data Analytics Manager,133000,NL,0,NL,L
1758,SE,FT,Data Scientist,272550,US,0,US,M
1759,SE,FT,Data Scientist,198200,US,0,US,M
1760,SE,FT,Data Scientist,182000,US,0,US,M
1761,SE,FT,Data Scientist,140000,US,0,US,M
1762,SE,FT,Data Engineer,200000,US,0,US,M
1763,SE,FT,Data Engineer,160000,US,0,US,M
1764,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1765,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1766,MI,FT,Data Scientist,120000,US,0,US,M
1767,MI,FT,Data Scientist,105000,US,0,US,M
1768,SE,FT,Data Engineer,187500,US,100,US,M
1769,SE,FT,Data Engineer,175000,US,100,US,M
1770,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1771,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1772,SE,FT,Data Analyst,155000,US,100,US,M
1773,SE,FT,Data Analyst,64000,US,100,US,M
1774,SE,FT,Computer Vision Engineer,235000,US,0,US,M
1775,SE,FT,Computer Vision Engineer,185000,US,0,US,M
1776,SE,FT,Data Architect,174500,US,0,US,M
1777,SE,FT,Data Architect,113000,US,0,US,M
1778,SE,FT,Data Scientist,143100,CA,0,CA,M
1779,SE,FT,Data Scientist,113000,CA,0,CA,M
1780,SE,FT,Applied Scientist,184000,US,100,US,M
1781,SE,FT,Applied Scientist,142000,US,100,US,M
1782,SE,FT,Data Scientist,140000,US,0,US,M
1783,SE,FT,Data Scientist,120000,US,0,US,M
1784,SE,FT,Data Architect,174500,US,0,US,M
1785,SE,FT,Data Architect,113000,US,0,US,M
1786,SE,FT,Data Scientist,180560,US,0,US,M
1787,SE,FT,Data Scientist,115440,US,0,US,M
1788,SE,FT,Data Scientist,140000,US,0,US,M
1789,SE,FT,Data Scientist,120000,US,0,US,M
1790,SE,FT,Research Scientist,248100,US,0,US,M
1791,SE,FT,Research Scientist,145900,US,0,US,M
1792,SE,FT,Data Scientist,120000,CA,0,CA,M
1793,SE,FT,Data Scientist,110000,CA,0,CA,M
1794,SE,FT,Data Engineer,291500,US,0,US,M
1795,SE,FT,Data Engineer,180000,US,0,US,M
1796,MI,FT,Machine Learning Engineer,75344,GB,100,GB,M
1797,MI,FT,Machine Learning Engineer,63192,GB,100,GB,M
1798,SE,FT,Data Engineer,161800,US,0,US,M
1799,SE,FT,Data Engineer,141600,US,0,US,M
1800,MI,FT,Machine Learning Engineer,58331,GB,100,GB,M
1801,MI,FT,Machine Learning Engineer,46178,GB,100,GB,M
1802,SE,FT,Data Engineer,166000,US,100,US,M
1803,SE,FT,Data Engineer,128000,US,100,US,M
1804,SE,FT,Data Architect,170000,US,100,US,M
1805,SE,FT,Data Architect,110000,US,100,US,M
1806,SE,FT,Data Engineer,160000,US,100,US,M
1807,SE,FT,Data Engineer,75000,US,100,US,M
1808,SE,FT,Data Engineer,236000,US,100,US,M
1809,SE,FT,Data Engineer,182000,US,100,US,M
1810,MI,FT,Data Analyst,14307,IN,100,IN,L
1811,EN,FT,Data Scientist,130000,US,0,US,M
1812,MI,FT,Data Analyst,150000,US,0,US,M
1813,MI,FT,Data Analyst,100000,US,0,US,M
1814,SE,FT,Machine Learning Engineer,261500,US,0,US,L
1815,SE,FT,Machine Learning Engineer,134500,US,0,US,L
1816,MI,FT,Data Scientist,13989,IN,100,IN,L
1817,MI,FT,Data Scientist,130000,US,0,US,M
1818,MI,FT,Data Scientist,90000,US,0,US,M
1819,EN,FT,Data Engineer,160000,US,0,US,M
1820,EN,FT,Data Engineer,135000,US,0,US,M
1821,SE,FT,Manager Data Management,125000,US,100,US,L
1822,SE,FT,Data Engineer,175000,US,0,US,M
1823,SE,FT,Data Engineer,155000,US,0,US,M
1824,SE,FT,Data Engineer,153600,US,0,US,M
1825,SE,FT,Data Engineer,106800,US,0,US,M
1826,SE,FT,Data Scientist,150000,US,0,US,M
1827,SE,FT,Data Scientist,140000,US,0,US,M
1828,SE,FT,Data Science Consultant,122000,US,0,US,M
1829,SE,FT,Data Science Consultant,94500,US,0,US,M
1830,SE,FT,Data Engineer,170000,US,0,US,M
1831,SE,FT,Data Engineer,130000,US,0,US,M
1832,SE,FT,Data Science Consultant,145000,US,0,US,M
1833,SE,FT,Data Science Consultant,128000,US,0,US,M
1834,SE,FT,Data Engineer,145000,US,0,US,M
1835,SE,FT,Data Engineer,100000,US,0,US,M
1836,SE,FT,Data Engineer,175000,US,0,US,M
1837,SE,FT,Data Engineer,120000,US,0,US,M
1838,SE,FT,Data Engineer,145000,US,0,US,M
1839,SE,FT,Data Engineer,115000,US,0,US,M
1840,SE,FT,Applied Machine Learning Scientist,150000,US,100,US,M
1841,MI,FT,Data Analyst,150000,US,0,US,M
1842,MI,FT,Data Analyst,100000,US,0,US,M
1843,MI,FT,Data Scientist,150000,US,100,US,M
1844,MI,FT,Data Scientist,127500,US,100,US,M
1845,SE,FT,Data Scientist,126500,US,100,US,M
1846,SE,FT,Data Scientist,51000,US,100,US,M
1847,MI,FT,Data Engineer,260000,US,0,US,M
1848,MI,FT,Data Engineer,175000,US,0,US,M
1849,EN,FT,Applied Data Scientist,40000,AU,100,PK,M
1850,EN,FT,AI Programmer,40000,PK,100,AU,M
1851,SE,FT,Data Engineer,250000,US,100,US,M
1852,SE,FT,Data Engineer,63000,US,100,US,M
1853,SE,FT,Machine Learning Engineer,210000,US,100,US,M
1854,SE,FT,Machine Learning Engineer,160000,US,100,US,M
1855,SE,FT,Data Scientist,272550,US,100,US,M
1856,SE,FT,Data Scientist,198200,US,100,US,M
1857,MI,FT,Data Scientist,94560,FR,100,FR,M
1858,MI,FT,Data Scientist,52533,FR,100,FR,M
1859,SE,FT,Data Scientist,220000,US,0,US,M
1860,SE,FT,Data Scientist,146000,US,0,US,M
1861,MI,FT,Data Analyst,150000,US,0,US,M
1862,MI,FT,Data Analyst,100000,US,0,US,M
1863,SE,FT,Machine Learning Software Engineer,248400,CA,100,CA,M
1864,SE,FT,Machine Learning Software Engineer,183600,CA,100,CA,M
1865,MI,FT,Data Engineer,150000,US,100,US,M
1866,MI,FT,Data Engineer,150000,US,100,US,M
1867,EN,FT,Machine Learning Developer,40000,PK,100,AU,M
1868,SE,FT,Lead Data Scientist,56723,IN,0,IN,L
1869,MI,FT,Data Engineer,120000,US,0,US,M
1870,MI,FT,Data Engineer,95000,US,0,US,M
1871,EN,FT,Data Engineer,160000,US,0,US,M
1872,EN,FT,Data Engineer,135000,US,0,US,M
1873,EN,FT,Data Science Consultant,24165,IT,50,IT,M
1874,SE,FT,Data Engineer,216000,US,100,US,M
1875,SE,FT,Data Engineer,144000,US,100,US,M
1876,EN,FT,Data Engineer,85000,US,0,US,M
1877,EN,FT,Data Engineer,65000,US,0,US,M
1878,SE,FT,Data Analyst,149000,US,100,US,M
1879,SE,FT,Data Analyst,119000,US,100,US,M
1880,SE,FT,Data Scientist,140000,US,0,US,M
1881,SE,FT,Data Scientist,120000,US,0,US,M
1882,MI,FT,Data Scientist,150000,US,0,US,M
1883,MI,FT,Data Scientist,110000,US,0,US,M
1884,SE,FT,Machine Learning Engineer,246000,US,100,US,M
1885,SE,FT,Machine Learning Engineer,201000,US,100,US,M
1886,SE,FT,Data Scientist,190000,US,0,US,M
1887,SE,FT,Data Scientist,155000,US,0,US,M
1888,SE,FT,ML Engineer,235000,US,100,US,M
1889,SE,FT,ML Engineer,185000,US,100,US,M
1890,SE,FT,Cloud Database Engineer,190000,US,100,US,M
1891,SE,FT,Cloud Database Engineer,160000,US,100,US,M
1892,EN,FT,Product Data Analyst,100000,US,100,US,M
1893,MI,FT,Data Engineer,130000,US,0,US,M
1894,MI,FT,Data Engineer,115000,US,0,US,M
1895,MI,FT,Data Scientist,92350,GB,0,GB,M
1896,MI,FT,Data Scientist,67723,GB,0,GB,M
1897,MI,FT,Data Engineer,105000,US,0,US,M
1898,MI,FT,Data Engineer,70000,US,0,US,M
1899,SE,FT,Machine Learning Engineer,204500,US,0,US,M
1900,SE,FT,Machine Learning Engineer,142200,US,0,US,M
1901,SE,FT,Machine Learning Engineer,192000,US,100,US,M
1902,SE,FT,Machine Learning Engineer,164000,US,100,US,M
1903,SE,FT,Data Engineer,185900,US,0,US,M
1904,SE,FT,Data Engineer,129300,US,0,US,M
1905,SE,FT,Data Engineer,130000,US,0,US,M
1906,SE,FT,Data Engineer,75000,US,0,US,M
1907,SE,FT,Data Science Manager,175000,US,0,US,M
1908,SE,FT,Data Science Manager,120000,US,0,US,M
1909,SE,FT,Data Engineer,167500,US,0,US,M
1910,SE,FT,Data Engineer,106500,US,0,US,M
1911,MI,FT,Data Analyst,75000,US,100,US,M
1912,MI,FT,Data Analyst,60000,US,100,US,M
1913,SE,FT,Applied Scientist,184000,US,100,US,M
1914,SE,FT,Applied Scientist,142000,US,100,US,M
1915,MI,FT,Data Scientist,145000,US,0,US,M
1916,MI,FT,Data Scientist,100000,US,0,US,M
1917,EN,FT,Machine Learning Software Engineer,10000,MA,50,MA,S
1918,MI,FT,Data Scientist,31795,IN,100,US,M
1919,MI,FT,NLP Engineer,44365,PL,100,PL,S
1920,SE,FT,Data Engineer,175000,US,0,US,M
1921,SE,FT,Data Engineer,120000,US,0,US,M
1922,SE,FT,Data Engineer,175000,US,0,US,M
1923,SE,FT,Data Engineer,120000,US,0,US,M
1924,EX,FT,Data Engineer,200000,US,0,US,M
1925,EX,FT,Data Engineer,145000,US,0,US,M
1926,MI,FT,Data Engineer,92350,GB,100,GB,M
1927,MI,FT,Data Engineer,73880,GB,100,GB,M
1928,SE,FT,Data Engineer,145000,US,0,US,M
1929,SE,FT,Data Engineer,100000,US,0,US,M
1930,SE,FT,Applied Scientist,192000,US,100,US,M
1931,SE,FT,Applied Scientist,164000,US,100,US,M
1932,EX,FT,Data Engineer,310000,US,100,US,M
1933,EX,FT,Data Engineer,239000,US,100,US,M
1934,SE,FT,Data Analyst,120000,US,0,US,M
1935,SE,FT,Data Analyst,95000,US,0,US,M
1936,SE,FT,Machine Learning Engineer,145000,US,0,US,M
1937,SE,FT,Machine Learning Engineer,135000,US,0,US,M
1938,SE,FT,Data Engineer,100000,US,0,US,M
1939,SE,FT,Data Engineer,78000,US,0,US,M
1940,SE,FT,Data Engineer,73546,ES,0,ES,M
1941,SE,FT,Data Engineer,36773,ES,0,ES,M
1942,MI,FT,Data Engineer,160000,US,100,US,M
1943,MI,FT,Data Engineer,120000,US,100,US,M
1944,SE,FT,Data Scientist,190000,US,0,US,M
1945,SE,FT,Data Scientist,150000,US,0,US,M
1946,MI,FT,Data Engineer,35610,IN,50,IN,L
1947,SE,FT,AI Scientist,125000,CO,100,CO,L
1948,SE,FT,Data Engineer,120000,US,0,US,M
1949,SE,FT,Data Engineer,95000,US,0,US,M
1950,MI,FT,Data Analyst,150000,US,0,US,M
1951,MI,FT,Data Analyst,100000,US,0,US,M
1952,SE,FT,Data Scientist,47280,ES,0,ES,M
1953,SE,FT,Data Scientist,37824,ES,0,ES,M
1954,SE,FT,Data Analyst,115934,US,100,US,M
1955,SE,FT,Data Analyst,81666,US,100,US,M
1956,SE,FT,Data Scientist,175000,US,100,US,M
1957,SE,FT,Data Scientist,140000,US,100,US,M
1958,SE,FT,Data Engineer,120000,US,0,US,M
1959,SE,FT,Data Engineer,95000,US,0,US,M
1960,SE,FT,Research Engineer,249500,US,0,US,M
1961,SE,FT,Research Engineer,149850,US,0,US,M
1962,MI,FT,Analytics Engineer,122500,US,100,US,M
1963,MI,FT,Analytics Engineer,100000,US,100,US,M
1964,SE,FT,Data Scientist,249500,US,0,US,M
1965,SE,FT,Data Scientist,149850,US,0,US,M
1966,EN,FT,Data Analyst,55000,US,0,US,M
1967,EN,FT,Data Analyst,48000,US,0,US,M
1968,SE,FT,Research Scientist,249500,US,0,US,M
1969,SE,FT,Research Scientist,149850,US,0,US,M
1970,MI,FT,Computer Vision Engineer,58837,FR,100,FR,S
1971,SE,FT,Data Engineer,190000,US,100,US,M
1972,SE,FT,Data Engineer,120000,US,100,US,M
1973,SE,FT,Data Analyst,127000,US,100,US,M
1974,SE,FT,Data Analyst,104000,US,100,US,M
1975,SE,FT,Data Scientist,210000,US,100,US,M
1976,SE,FT,Data Scientist,150000,US,100,US,M
1977,SE,FT,Machine Learning Engineer,210000,US,100,US,M
1978,SE,FT,Machine Learning Engineer,150000,US,100,US,M
1979,SE,FT,Data Engineer,210000,US,100,US,M
1980,SE,FT,Data Engineer,130000,US,100,US,M
1981,SE,FT,Data Scientist,182750,US,100,US,M
1982,SE,FT,Data Scientist,161500,US,100,US,M
1983,MI,FT,Data Analyst,102640,US,100,US,M
1984,MI,FT,Data Analyst,66100,US,100,US,M
1985,SE,FT,Research Scientist,210000,US,100,US,M
1986,SE,FT,Research Scientist,150000,US,100,US,M
1987,SE,FT,Data Engineer,198800,US,0,US,M
1988,SE,FT,Data Engineer,122600,US,0,US,M
1989,MI,FT,Data Engineer,130000,US,100,US,M
1990,MI,FT,Data Engineer,80000,US,100,US,M
1991,SE,FT,Data Scientist,136000,US,100,US,M
1992,SE,FT,Data Scientist,104000,US,100,US,M
1993,SE,FT,Data Analyst,150000,US,100,US,M
1994,SE,FT,Data Analyst,100000,US,100,US,M
1995,EN,FT,Data Engineer,160000,US,0,US,M
1996,EN,FT,Data Engineer,135000,US,0,US,M
1997,SE,FT,Data Engineer,216000,US,100,US,M
1998,SE,FT,Data Engineer,144000,US,100,US,M
1999,EX,FT,Data Scientist,159000,US,100,US,M
2000,EX,FT,Data Scientist,130000,US,100,US,M
2001,SE,FT,Data Analyst,115934,US,100,US,M
2002,SE,FT,Data Analyst,81666,US,100,US,M
2003,SE,FT,Data Engineer,215000,US,100,US,M
2004,SE,FT,Data Engineer,150000,US,100,US,M
2005,SE,FT,Machine Learning Engineer,246000,US,100,US,M
2006,SE,FT,Machine Learning Engineer,201000,US,100,US,M
2007,MI,FT,Data Engineer,187000,US,100,US,M
2008,MI,FT,Data Engineer,153000,US,100,US,M
2009,SE,FT,Machine Learning Engineer,255000,MX,100,MX,M
2010,SE,FT,Machine Learning Engineer,185000,MX,100,MX,M
2011,MI,FT,Data Analyst,430967,GB,0,GB,M
2012,MI,FT,Data Analyst,55410,GB,0,GB,M
2013,SE,FT,Data Analyst,50432,ES,0,ES,M
2014,SE,FT,Data Analyst,39925,ES,0,ES,M
2015,SE,FT,Data Analyst,169000,US,0,US,M
2016,SE,FT,Data Analyst,110600,US,0,US,M
2017,EN,FT,BI Data Analyst,60938,DE,0,DE,L
2018,SE,FT,BI Developer,140000,US,100,US,M
2019,SE,FT,BI Developer,120000,US,100,US,M
2020,MI,FT,Data Analyst,75000,US,100,US,M
2021,MI,FT,Data Analyst,60000,US,100,US,M
2022,SE,FT,3D Computer Vision Researcher,10000,CA,50,AL,S
2023,EN,FT,Data Analyst,50000,US,50,US,L
2024,MI,FT,MLOps Engineer,134000,US,100,US,M
2025,MI,FT,MLOps Engineer,124000,US,100,US,M
2026,SE,FT,Data Analyst,166700,US,0,US,M
2027,SE,FT,Data Analyst,119000,US,0,US,M
2028,EN,FT,Data Scientist,124234,US,0,US,M
2029,EN,FT,Data Scientist,74540,US,0,US,M
2030,MI,FT,Data Analyst,100000,US,100,US,M
